index,movieName,databaseId,movielensId
5422,Wishmaster (1997),179500,1623
5423,Ip Man (2008),179506,65514
5424,Stay (2013),179514,121027
5425,Spartacus (1960),179536,2728
5426,Take This Waltz (2011),179541,94931
5427,Gunsmoke (1953),179550,153678
5428,Wayne's World (1992),179569,3253
5429,Species (1995),179596,196
5430,Megamind (2010),179616,81564
5431,Hercules (2014),179618,112911
5432,Wiener-Dog (2016),179624,151311
5433,Drop Zone (1994),179631,227
5434,Event Horizon (1997),179662,1590
5435,The Beast (1996),179717,79765
5436,Fear (1990),179731,-1
5437,Amanda Knox: Murder on Trial in Italy,179735,186431
5438,Scent of a Woman (1974),179739,-1
5439,Dead Man Walking (1995),179770,36
5440,Problem Child (1990),179799,2798
5441,Sicario (2015),179806,139644
5442,The Eagle (2011),179834,85025
5443,National Velvet,179845,7059
5444,Small Soldiers (1998),179882,1920
5445,Kung Fu Panda 2 (2011),179884,87222
5446,A Good Marriage (2014),179887,116853
5447,Sabrina the Teenage Witch,179909,131389
5448,Creature from the Black Lagoon (1954),179926,3930
5449,Moon (2009),179943,68237
5450,Altered States (1980),179956,4713
5451,My Little Pony: The Movie (2017),180005,177241
5452,Man of the House (1995),180007,274
5453,Madea's Witness Protection (2012),180012,-1
5454,Finding Neverland (2004),180018,8970
5455,Predestination (2014),180021,114935
5456,La Cage aux Folles (1978),180024,-1
5457,Wanted (2015),180029,-1
5458,The Man Who Wasn't There (1987),180063,-1
5459,Poultrygeist: Night of the Chicken Dead (2006),180109,65310
5460,Norma Rae (1979),180116,4292
5461,Across the Universe (2007),180122,54190
5462,The Freshman (1990),180131,6974
5463,Easter Parade (1948),180147,25937
5464,Désirée (1954),180213,-1
5465,The Big Chill (1983),180218,2352
5466,The Cabin in the Woods,180224,93840
5467,The Benchwarmers (2006),180230,44840
5468,Conjuring,180231,103688
5469,Super8,180235,-1
5470,Tombstone (1993),180251,553
5471,Mary Magdalene,180316,184189
5472,The Words (2012),180357,96567
5473,Tomorrow Never Dies (1997),180386,1722
5474,On Chesil Beach,180389,186003
5475,The Final Cut (2004),180414,8939
5476,The Fantastic Four,180416,34150
5477,Balto (1995),180423,13
5478,Beetlejuice (1988),180437,2174
5479,The Circle (2015),180443,130468
5480,The Boy in the Plastic Bubble (1976),180446,139521
5481,The Green Inferno (2013),180482,-1
5482,9-Man (2014),180495,148729
5483,Jaws (1975),180527,1387
5484,Cool Hand Luke (1967),180529,1276
5485,The Haunting of Hell House (1999),180541,-1
5486,Fallen (2016),180572,169828
5487,Goodnight Mommy (2014),180575,-1
5488,He's Just Not That Into You,180600,66203
5489,PT 109 (1963),180620,122228
5490,The Frozen Ground (2013),180627,104441
5491,City on Fire (1979),180639,145474
5492,The Abyss (1988),180648,-1
5493,Escape (1940),180650,89268
5494,November Criminals,180695,178085
5495,Apocalypse Now (1979),180728,1208
5496,Pervert Park (2014),180771,140311
5497,The Santa Clause (1994),180808,317
5498,The Seven Five,180818,133357
5499,National Treasure (2004),180899,8972
5500,Soul Food (1997),180904,1621
5501,The 40-Year-Old Virgin (2005),180926,35836
5502,Summer Holiday (1963),180970,5411
5503,My Cousin Rachel (2017),181028,170949
5504,Gulliver's Travels (2010),181065,82854
5505,Resident Evil: The Final Chapter (2016),181069,-1
5506,Star Trek: Nemesis (2002),181070,5944
5507,The Apartment (1960),181072,909
5508,Needful Things (1993),181077,2120
5509,My Neighbors the Yamadas (1999),181078,-1
5510,A Madea Christmas (2013),181090,-1
5511,Misery (1990),181097,3499
5512,Wolf Children,181102,-1
5513,USS Indianapolis: Men of Courage,181152,163911
5514,Rockstar (2011),181161,135601
5515,Eat Drink Man Woman (1994),181183,-1
5516,Stay (2005),181193,39427
5517,Wild Horses (2015),181284,136664
5518,The Shawshank Redemption (1994),181299,318
5519,Billy Madison (1995),181301,216
5520,Windtalkers (2002),181302,5420
5521,Piranha 3DD (2012),181305,-1
5522,The Boogeyman (2010),181316,-1
5523,Aliens vs. Predator: Requiem (2007),181317,-1
5524,The Devil's Candy (2015),181327,150254
5525,Batman (1989),181370,592
5526,American Outlaws (2001),181400,4721
5527,The Haunted World of El Superbeasto (2009),181403,71494
5528,Bad Taste (1987),181409,1255
5529,Waiting for Armageddon (2009),181414,-1
5530,Blood Red,181447,201498
5531,Go West (1940),181458,37211
5532,They Came Together (2014),181470,112450
5533,Frantic (1988),181511,4506
5534,The Firm,181540,454
5535,Brigadoon (1954),181543,8008
5536,Mission: Impossible – Rogue Nation (2015),181546,-1
5537,The Thirteenth Floor (1999),181561,2672
5538,Judgement Day (2013),181578,-1
5539,Cromwell (1970),181581,8272
5540,Step Up 3D (2010),181585,80222
5541,Safe Haven (2013),181609,100527
5542,Nine Months (1995),181617,186
5543,Rango (2011),181658,84944
5544,Interview with the Vampire,181664,-1
5545,Darkest Hour (2017),181674,179817
5546,Felon (2008),181683,60753
5547,Logan (2017),181715,168252
5548,Honey 2,181716,164817
5549,Transformers: Revenge of the Fallen (2009),181741,69526
5550,Cowboy Bebop: The Movie (2001),181754,-1
5551,The Matrix Revolutions (2003),181769,6934
5552,Taken 2 (2012),181776,96861
5553,That's My Boy (2012),181795,96616
5554,Nightwatch (1997),181848,1355
5555,Diamonds Are Forever (1971),181849,3984
5556,Extras (2001),181852,-1
5557,The Boy (2015),181859,130462
5558,Love at First Bite (1950),181896,-1
5559,The Fisher King (1991),181929,3108
5560,Fist of Fury (1972),181941,-1
5561,Flyboys (2006),181949,48319
5562,Tangerine (2015),181952,140816
5563,Antichrist (2009),181960,69134
5564,Quints,181981,136371
5565,Damsel (2017),181986,199089
5566,The Godfather Saga (1977),181996,-1
5567, (2007),182022,-1
5568,The Scout (1994),182070,528
5569,Joe (2013),182104,109243
5570,Batman & Robin (1997),182128,1562
5571,Grave of the Fireflies (1988),182132,-1
5572,A Christmas Horror Story (2015),182153,142925
5573,Taken 3 (2014),182157,-1
5574,Wild Hogs (2007),182174,51575
5575,Jumpin' Jack Flash (1986),182190,2468
5576,Rumble in the Bronx (1995),182195,-1
5577,Housebound (2014),182211,113252
5578,The Nutty Professor (1996),182236,788
5579,The Fabulous Dorseys (1947),182244,124494
5580,Letters from War (2016),182253,-1
5581,The Family That Preys (2008),182269,-1
5582,Hinterland (2015),182279,-1
5583,Day & Night (2010),182281,83803
5584,Fastest (2011),182282,-1
5585,Next of Kin (1984),182286,26519
5586,Deathmaker (1995),182296,-1
5587,Boyka: Undisputed,182298,-1
5588,Collateral (2004),182301,8798
5589,The Boxtrolls (2014),182318,114552
5590,Ewoks: The Battle for Endor,182334,-1
5591,The Black Panther (1977),182404,167810
5592,Odd Thomas (2013),182449,103315
5593,True Memoirs of an International Assassin,182465,165947
5594,Shot Caller,182498,175585
5595,GMO OMG (2013),182501,132592
5596,Hard to Kill (1990),182502,26688
5597,Storks,182522,164200
5598,Bachelorette (2012),182525,96565
5599,Belly (1998),182531,2332
5600,Mother (2009),182555,-1
5601,Shoot 'Em Up (2007),182567,54999
5602,La Bamba (1987),182596,-1
5603,Hot Shots! (1991),182622,5541
5604,"Legally Blonde 2: Red, White & Blonde (2003)",182644,6535
5605,DC Showcase: Catwoman,182647,167760
5606,Laura (1944),182661,942
5607,The Assassination of Jesse James by the Coward Robert Ford (2007),182669,55363
5608,Star Trek (2009),182674,68358
5609,College (2008),182681,61354
5610,Bowfinger (1999),182683,2770
5611,Goosebumps (2015),182690,144620
5612,Lamb (2015),182695,182991
5613,Romancing the Stone (1984),182697,2406
5614,Seven (1995),182709,-1
5615,The Wizard of Oz (1950),182712,-1
5616,Inside Out (2015),182731,134853
5617,Red River (1948),182743,7070
5618,D2: The Mighty Ducks (1994),182752,2042
5619,Close Encounters of the Third Kind (1977),182781,3471
5620,The Man in the Iron Mask (1985),182785,-1
5621,The Raid (2011),182792,-1
5622,Ghost Story (1981),182814,5749
5623,Dark Places (2015),182816,139052
5624,Wild Canaries (2014),182829,-1
5625,The Witch (2015),182858,140267
5626,30 Days of Night (2007),182881,55282
5627,Cheaper by the Dozen (1950),182905,7395
5628,Witness (1988),182952,-1
5629,The Photographer (2000),182957,-1
5630,Shaun of the Dead (2004),182960,8874
5631,"Liar, Liar (1993)",183014,-1
5632,Lucy (2014),183050,111360
5633,The Big Lebowski,183056,1732
5634,Leprechaun 2 (1994),183086,44238
5635,Deuce Bigalow: Male Gigolo (1999),183091,3146
5636,Life Is Beautiful (1985),183099,-1
5637,X-Men (2000),183121,3793
5638,When the Levees Broke,183130,-1
5639,Meet the Spartans (2008),183135,57532
5640,Snowglobe,183136,141976
5641,Ginger Snaps (2000),183151,6820
5642,Resident Evil (2002),183169,5219
5643,Mama (2013),183184,99912
5644,Mr. Bean's Holiday (2007),183189,52694
5645,Monsters University (2013),183249,103141
5646,"Six Days, Seven Nights (1998)",183251,-1
5647,The Dead Zone (1983),183293,2118
5648,Beer for My Horses (2008),183296,128167
5649,Neram (2013),183308,186715
5650,Dad's Army (2016),183315,154065
5651,Breaking Dawn (2004),183330,142907
5652,Cry-Baby (1990),183365,26680
5653,Supergirl (1984),183380,3877
5654,Fright Night (1985),183402,2867
5655,Cabin Fever (2000),183422,202481
5656,28 Days (2000),183459,3534
5657,Tinker Bell and the Lost Treasure,183480,116219
5658,The Boy in the Striped Pyjamas (2008),183547,-1
5659,Nosferatu (1922),183551,-1
5660,Spectre (2015),183582,136020
5661,Star Wars Uncut (2010),183590,-1
5662,Robin Hood (2010),183603,77866
5663,London Has Fallen (2016),183622,152079
5664,Dear Zachary: A Letter to a Son About His Father (2008),183631,65188
5665,Lethal Weapon,183650,2000
5666,The Rover (2014),183672,113188
5667,Displaced (2010),183695,-1
5668,The Philadelphia Experiment (1984),183706,8591
5669,Bad Company (2002),183720,5414
5670,Hero (2002),183756,-1
5671,The New Ten Commandments (2008),183768,-1
5672,Now You See Me (2013),183771,102903
5673,Legally Blondes (2009),183777,-1
5674,Chasing Amy (1997),183805,1639
5675,Hunger (2001),183820,156115
5676,Being John Malkovich (1999),183824,2997
5677,The Music Man (1962),183830,26084
5678,Purge (2012),183910,-1
5679,Mechanic: Resurrection (2016),183917,162322
5680,The Finest Hours (2016),183943,151777
5681,Bastille Day (2016),183946,157326
5682,Tinker Bell,183951,134374
5683,Michael Jackson's Thriller (1983),184001,207145
5684,Moving (1988),184019,4525
5685,Transporter 3 (2008),184022,64030
5686,Maid in Manhattan,184051,5943
5687,FeardotCom (2002),184069,-1
5688,X-Men Origins: Wolverine (2009),184089,68319
5689,Guardians of the Galaxy (2014),184098,112852
5690,Stagecoach (1939),184101,7072
5691,Fearless (2006),184112,-1
5692,L'Amour (1973),184116,-1
5693,The Princess Diaries (2001),184125,4700
5694,Last Chance Harvey (2008),184134,65465
5695,The Hot Chick (2002),184206,5942
5696,Splice (2009),184261,78266
5697,Domestic Disturbance (2001),184277,4885
5698,The Greatest Show on Earth (1952),184315,1943
5699,The Diary of Anne Frank (1980),184318,125854
5700,Dracula (1958),184340,-1
5701,The Fundamentals of Caring (2016),184350,159717
5702,Rock Dog,184357,172573
5703,The Last Song,184376,77414
5704,The Demons (2015),184415,160986
5705,Get Out (2017),184418,168250
5706,Brüno (2009),184432,-1
5707,The Pink Panther (2006),184446,43836
5708,Because of Winn-Dixie (2005),184451,31700
5709,Homeward Bound: The Incredible Journey (1993),184464,1015
5710,Saw IV (2007),184479,55577
5711,Raise the Red Lantern (1991),184498,-1
5712,Hotel for Dogs,184509,66304
5713,Curly Sue (1991),184523,6558
5714,Star Wars Holiday Special,184571,135216
5715,The Blue Kite (1993),184595,-1
5716,Princess Tyra (2007),184603,-1
5717,The Jerk (1979),184605,2109
5718,The Princess Blade (2001),184606,-1
5719,The Little Rascals Save the Day,184648,122699
5720,Cooties (2014),184686,-1
5721,Driving Miss Daisy (1989),184691,1962
5722,The Phenom (2016),184696,160678
5723,Lost in Space (1998),184738,1831
5724,Jersey Girl (2004),184758,7366
5725,I've Lost My Husband! (1937),184782,-1
5726,Before Sunset (2004),184818,8638
5727,Twins (1988),184870,4558
5728,Plan 9 from Outer Space (1959),184883,1924
5729,A Haunted House 2 (2014),184885,110773
5730,The Borrowers (1997),184925,1848
5731,Scream (1996),184951,1407
5732,My Fair Lady (1964),185009,914
5733,Latter Days (2003),185017,7260
5734,Alien 3 (1992),185021,-1
5735,Murder in the Hamptons,185027,-1
5736,The Bridesmaid (2004),185051,-1
5737,Seed of Chucky (2004),185055,-1
5738,The Last Contract (1998),185057,-1
5739,Election (1999),185065,2599
5740,The Apartment (1996),185066,-1
5741,The Place Beyond the Pines (2012),185092,101525
5742,Bim (1974),185117,-1
5743,The Notebook (2004),185139,8533
5744,Deuce Bigalow: European Gigolo (2005),185155,34530
5745,Murder-Set-Pieces (2004),185160,179011
5746,The Conjuring (2013),185171,103688
5747,Take Me Home Tonight,185179,84950
5748,Macbeth (2015),185192,136564
5749,Hunt for the Wilderpeople (2016),185197,152970
5750,Hannibal (2001),185212,4148
5751,Challenge to Lassie (1949),185342,115139
5752,Merlin (2016),185343,-1
5753,Rampage (2009),185350,-1
5754,The Absent-Minded Professor (1961),185356,2015
5755,Missing Women (1951),185366,-1
5756,Grand Canyon (1958),185367,-1
5757,Another Earth (2011),185407,89039
5758,Kiss Kiss Bang Bang (2005),185445,38061
5759,Return to the Blue Lagoon (1991),185459,5841
5760,The Naked Gun 2½: The Smell of Fear (1991),185493,-1
5761,Loverboy (2011),185529,-1
5762,King Arthur: Legend of the Sword (2017),185587,168344
5763,The Good Shepherd (2006),185637,49822
5764,The Wedding Ringer (2015),185656,128520
5765,Nan Love Track (2016),185670,-1
5766,500 Days of Summer,185671,-1
5767,A Good Year (2006),185684,49130
5768,Ladyhawke (1985),185699,3479
5769,Babe (1995),185733,34
5770,The Hawaiians (1970),185736,80901
5771,River Queen (2005),185781,-1
5772,Kung Pow! Enter the Fist (2001),185850,-1
5773,What a Lie,185851,-1
5774,Dogs (2016),185863,164238
5775,A (1998),185878,172395
5776,Mama (1990),185904,-1
5777,My Best Friend's Wedding (2016),185912,-1
5778,All About Anna (2005),185919,126120
5779,Seventeen (1916),185936,-1
5780,Journey of Hope (1990),185937,-1
5781,The Jungle Book (1967),185954,2078
5782,Haven (2004),186002,170237
5783,Black Sheep (2006),186006,55553
5784,First Knight (1995),186014,168
5785,In the Mood for Love (2000),186021,-1
5786,Mean Streets (1973),186096,8042
5787,Say Anything... (1989),186139,2248
5788,Ride (2014),186145,-1
5789,The Theory of Everything (2006),186190,80358
5790,Shaolin Soccer (2001),186192,-1
5791,Hotel Rwanda (2004),186228,30749
5792,Four Weddings and a Funeral (1994),186271,357
5793,Empire Records (1995),186273,3477
5794,Dead Man Running (2009),186308,75808
5795,Enough (2002),186352,5387
5796,The Petrified Forest (1936),186379,25828
5797,G.I. Blues (1960),186393,3602
5798,Train to Busan (2016),186421,162082
5799,The Devil's Own (1997),186461,1488
5800,Honey (2003),186465,7142
5801,Silver Streak (1976),186485,26375
5802,Frances Ha (2012),186486,102800
5803,The First Monday in May,186495,162682
5804,To (1964),186512,-1
5805,The Swan Princess (1994),186519,313
5806,The Good Guys,186537,-1
5807,Susan Slept Here (1954),186584,80570
5808,Help! (1965),186620,2946
5809,Pirates of the Caribbean: The Curse of the Black Pearl (2003),186630,6539
5810,Amélie (2001),186635,-1
5811,The Young Offenders (2016),186644,167990
5812,Tubelight,186689,174661
5813,Dreamer (2005),186704,-1
5814,The Crow (1994),186732,353
5815,Inside Man (2006),186741,44199
5816,Kid Blue (1973),186743,123802
5817,The Zodiac (2005),186744,-1
5818,Joyeux Noël (2005),186772,-1
5819,War of the Worlds (2005),186828,34048
5820,The Glass House (2001),186901,4770
5821,Return of Sabata,186903,123087
5822,Why%3F (1987),186946,-1
5823,Doctor Who: Thirty Years in the TARDIS,186961,-1
5824,Masks (1929),186968,-1
5825,Unmistaken Child (2008),186972,71522
5826,Our Vines Have Tender Grapes (1945),186975,40898
5827,Hitman: Agent 47 (2015),186989,133195
5828,It (2017),187028,175303
5829,Identity Thief (2013),187061,100390
5830,The Heart of Me (2002),187075,6487
5831,The Bishop's Wife (1947),187099,4184
5832,Mary Poppins (1964),187102,1028
5833,The Comedian (2016),187111,172117
5834,The Last Stand (2013),187141,99910
5835,The Third Man (1949),187147,1212
5836,Stolen (2012),187181,98054
5837,Edges of Darkness (2008),187185,-1
5838,Dirty Dancing,187205,1088
5839,Popstar: Never Stop Never Stopping (2016),187213,159755
5840,I Spit on Your Grave 2 (2013),187222,-1
5841,Roman Holiday (1953),187253,916
5842,The Godfather Part III,187261,-1
5843,Lemony Snicket's A Series of Unfortunate Events (2004),187274,27706
5844,Voices of Spring (1933),187280,-1
5845,The Sorcerer's Apprentice (2010),187291,79139
